Iteration                Wall_Time                Samples                  Train_Return             Train_Paths              Test_Return              Test_Paths               Critic_Loss              Critic_Steps             Actor_Loss               Actor_Steps              Adv_Mean                 Adv_Std                  Adv_Weights_Min          Adv_Weights_Mean         Adv_Weights_Max          
1450                     4.339086826311218        3552818                  282.44534195392845       568                      288.84767849879324       32                       0.0016494080148361347    346373                   0.558145724776061        1729728                  -0.66698337              5.5652785                2.1124938e-12            5.905761                 100878.23                
1500                     4.455310821996795        3662714                  280.499159841682         586                      281.4466750597977        32                       0.0016644128519504224    357074                   0.5052753684525481       1783127                  -0.16996716              5.599092                 1.7918826e-12            170.46648                8251371.5                
1550                     4.56959828807248         3770682                  282.28246895416265       576                      283.3528864434275        32                       0.0014623911859833192    367587                   0.5562457824021243       1835590                  -0.07600628              5.2826886                9.41757e-14              4702.794                 154163340.0              
1600                     4.6858516152037515       3878981                  277.5130277465515        559                      285.3026879595532        32                       0.0020189823456180905    378132                   0.5292298431990211       1888220                  -0.1055688               6.133427                 5.93587e-11              180.71144                4921211.0                
1650                     4.803869434528881        3988955                  276.7718874608407        552                      285.2834079070486        32                       0.002747475022104531     388846                   0.5256259672661208       1941671                  0.18764009               7.1066823                2.329497e-10             42.996525                946280.2                 
1700                     4.921752789417902        4099014                  275.65805890938697       566                      281.07754841572944       32                       0.0030499699556432065    399564                   0.4898066647605751       1995160                  0.27361587               7.780336                 1.5339501e-09            1007.4843                47669210.0               
1750                     5.039292382929061        4208708                  279.62970044551764       563                      282.7933384484605        32                       0.0014463269032573248    410248                   0.5220848336603969       2048472                  0.16716164               5.2196116                2.3289435e-12            47.57718                 1677858.4                
1800                     5.15578777578142         4319127                  278.77356164347253       598                      283.0912354468404        32                       0.0019174796863667017    420996                   0.5013866665527819       2102120                  -0.2139219               6.0208893                6.2636923e-12            10.45637                 235208.58                
1850                     5.272624615695741        4428220                  277.4957238267501        550                      283.08003949250036       32                       0.0017982104929482065    431620                   0.535746157169342        2155143                  0.04711807               6.0162673                1.3160232e-11            3451.5134                85316220.0               
1900                     5.386941473285357        4536201                  280.4550678857945        588                      286.0420258526254        32                       0.0020244971416783675    442133                   0.4958007578199976       2207607                  0.07011738               6.323011                 6.3362696e-12            82.81506                 2250612.2                
1950                     5.501732342441877        4645357                  279.2789247242307        601                      285.20166901050135       32                       0.002226732353463557     452756                   0.48364584993366044      2260635                  -0.06875824              6.515938                 3.5381795e-12            7.4028187                88293.266                
2000                     5.617982147203551        4754000                  281.4338005948937        586                      278.74410805674074       32                       0.002174735302105546     463331                   0.49139380436376073      2313420                  0.368187                 6.692196                 1.0963833e-10            14.008956                206632.28                
2050                     5.736200599074364        4863797                  281.9391367193999        590                      275.79116445881084       32                       0.0012121276800022569    474020                   0.4799829692591946       2366766                  0.1295668                4.978236                 2.3259205e-12            20859.963                1016149600.0             
2100                     5.850799482663472        4972110                  283.31669819113546       597                      284.01484552782256       32                       0.0012397975886909707    484565                   0.5122599759761818       2419388                  0.15005064               4.8779364                2.3901423e-08            25.896545                288399.94                
2150                     5.966852317518658        5081291                  283.573368051049         588                      276.5900740017464        32                       0.0012104093471420145    495196                   0.47485445946762245      2472438                  0.07812882               4.9286046                1.6228354e-11            12099.12                 600211900.0              
2200                     6.084752535356416        5190490                  281.94622800304336       604                      284.25405076633115       32                       0.0016274882532725824    505824                   0.49170236194624883      2525488                  0.29665846               5.625747                 5.3869946e-13            9.114115                 221300.7                 
2250                     6.198527985612551        5298670                  283.21363835618405       604                      286.25245642396595       32                       0.0020936518245273164    516353                   0.4907713216145833       2578040                  -0.003998931             6.219946                 6.822261e-11             366.03653                4010956.2                
2300                     6.313299479418331        5406328                  283.52859565213595       598                      283.5674639917268        32                       0.0016299458403213351    526835                   0.4922648131964483       2630341                  -0.18906337              5.535385                 8.4555763e-16            100.39303                2688502.2                
2350                     6.429499701062838        5515952                  281.99561108398194       591                      285.11338700531536       32                       0.001362033723073713     537506                   0.5101594623766448       2683601                  0.07659776               5.190846                 1.7875626e-14            56.157963                1734689.0                
2400                     6.544094972544246        5625629                  280.76179894627444       610                      284.790130988097         32                       0.0018925691644350688    548182                   0.4634533193621843       2736883                  -0.21464726              5.897542                 2.0343807e-08            7260.235                 358591600.0              
2450                     6.661793246467909        5736181                  282.6491025609299        584                      281.00280084994205       32                       0.0019999690426206126    558949                   0.4691512705287117       2790606                  -0.28889403              6.0663157                1.3712347e-12            8.802699                 104812.86                
2500                     6.775532054834896        5843958                  280.66342108261273       611                      282.47083641838117       32                       0.0020650843294655404    569439                   0.44129281786583313      2842959                  -0.06427658              6.4415474                6.0507714e-12            1565.3395                70580720.0               
2550                     6.890027871065669        5951724                  284.3439428624963        616                      287.7769015502198        32                       0.0015194110754059582    579928                   0.48507544255559626      2895305                  -0.43394977              5.442798                 3.911244e-11             4402.052                 183139150.0              
2600                     7.005763366619746        6061614                  280.76384522491566       606                      284.06955098829724       32                       0.0020364744322640556    590624                   0.4839648309494906       2948692                  0.36753044               6.214523                 3.185446e-11             4557.587                 187584830.0              
2650                     7.122832325034671        6171445                  281.4514204465551        595                      284.18880940779746       32                       0.0020515604398736904    601318                   0.4849716125731449       3002052                  0.18618013               6.2976465                1.2090947e-13            137.52284                3809223.8                
2700                     7.238312691450119        6281185                  281.21303221415144       601                      285.2988799234063        32                       0.0018276819860301731    612001                   0.4673834151704683       3055369                  -0.053949002             5.9620404                8.0287964e-11            312.65942                9134463.0                
2750                     7.351998741891649        6389252                  281.3280247027053        605                      290.9222983901301        32                       0.0013559519075879863    622521                   0.4313742244944853       3107864                  0.3809371                5.2359476                1.11637956e-10           204003.14                9823406000.0             
2800                     7.465843336118592        6498085                  284.68279188626184       614                      288.18074278238186       32                       0.0014567136488578937    633115                   0.45180747858447357      3160729                  0.48352718               5.422277                 1.02993555e-13           31.755451                749433.5                 
2850                     7.578060444593429        6606097                  283.32965214729086       628                      288.8243087720817        32                       0.0019066878433885246    643626                   0.43928014184739017      3213187                  -0.3580182               6.0949597                8.8860923e-13            5.132595                 64159.54                 
2900                     7.692106452054448        6714084                  283.07878501635497       622                      285.08951139955497       32                       0.0017157788662349478    654137                   0.42275211780589356      3265633                  -0.057770114             5.7296543                2.3970424e-14            33.955727                965809.3                 
2950                     7.803868218726582        6821798                  284.20901913566877       626                      274.8040683698334        32                       0.0014503510065481697    664620                   0.4496689919357802       3317949                  0.09774449               5.373932                 2.9093741e-11            3425.4478                54354244.0               
3000                     7.92143145442009         6930834                  279.80796312165205       605                      286.1595453013383        32                       0.002790289390377882     675234                   0.4254592761003306       3370918                  0.038917474              7.4293175                1.1847226e-10            15.776621                172035.67                
3050                     8.034980957772996        7039430                  282.73944882877163       627                      277.857256261015         32                       0.0026018741118967238    685807                   0.45018127197752933      3423665                  0.13692072               6.9921947                4.0627726e-10            3558.1755                111574050.0              
3100                     8.150720828440454        7147053                  281.73773258083224       614                      287.5384446064173        32                       0.0023005724523626446    696284                   0.44451916011876197      3475942                  -0.25814196              6.6229496                2.4218638e-10            18.150665                192343.66                
3150                     8.264631661176681        7255018                  284.96564105243505       602                      284.39219584715613       32                       0.0015460409258054272    706790                   0.46243155024387284      3528389                  -0.026173688             5.372872                 2.3633571e-14            37357.15                 1424014700.0             
3200                     8.376585635079278        7362006                  282.59818695513917       625                      289.10954578853347       32                       0.0024051044789535738    717201                   0.43161950857153436      3580349                  -0.056760047             6.7704773                3.0159156e-10            5.5356255                41828.516                
3250                     8.489278877708648        7469473                  285.82923911497227       604                      287.49082059077995       32                       0.0013458809169990887    727659                   0.444524923432309        3632549                  -0.008797558             5.1764555                4.4181e-12               484.43115                10710337.0               
3300                     8.601148245135944        7576243                  280.92579411315745       636                      287.75151019457746       32                       0.004062108805614152     738049                   0.4286331552590055       3684397                  0.10269305               8.78432                  9.003144e-09             37.431065                427880.6                 
3350                     8.714452316231197        7684089                  280.67628590362256       621                      291.8023363734057        32                       0.002964037828720533     748545                   0.4320434158310481       3736778                  0.7138634                7.654906                 3.911923e-11             10.879314                74980.63                 
3400                     8.826771029763751        7791490                  284.3046568594311        634                      285.86580608456006       32                       0.0016333415823162726    758996                   0.43060542597915186      3788938                  -0.27791828              5.7702928                3.9128518e-13            599.2218                 17432140.0               
3450                     8.941696336269379        7900566                  282.3456282513429        626                      282.2922509383394        32                       0.0014053717602130979    769611                   0.4498310071335479       3841916                  -0.2072012               5.151132                 9.125864e-12             780816.94                37739510000.0            
3500                     9.055518986781438        8008962                  283.8095385736068        619                      289.7119781944684        32                       0.002121511644917756     780162                   0.4293181289582563       3894568                  0.091094315              6.345563                 1.7514257e-12            9.832893                 149702.98                
3550                     9.16953370504909         8118471                  282.7026406619998        636                      278.62179589719136       32                       0.0015899862084433297    790820                   0.4708689876088927       3947754                  -0.018726403             5.581649                 1.6881733e-08            78.67476                 1310886.4                
3600                     9.281802011728287        8225593                  280.6998996567167        624                      280.9316550017691        32                       0.002431861314728362     801242                   0.45159302918176686      3999780                  0.18707317               6.5960174                8.923871e-12             98.508095                808151.44                
3650                     9.393621007071602        8333274                  284.4212235678874        635                      274.81405038168555       32                       0.0012365997407995342    811721                   0.4305029682729436       4052072                  0.0579094                4.8605423                1.8281106e-15            1.8916717                5512.9272                
3700                     9.506591380967034        8440503                  281.0423957649917        612                      288.5652514874057        32                       0.002040174632969469     822160                   0.4715101453993056       4104157                  -0.027809484             6.151339                 6.02152e-11              720.6396                 14242903.0               
3750                     9.618801469339266        8548285                  281.97480032398687       630                      282.98971329405936       32                       0.00222340566771371      832649                   0.38023452176392536      4156503                  0.23605457               6.504276                 4.715034e-12             9.0376425                193062.22                
3800                     9.731284001933204        8655666                  282.0615982442446        625                      284.1352645704835        32                       0.0021698181200953365    843100                   0.41677539109952016      4208654                  -0.2831446               6.5476255                1.939455e-11             70.330055                872815.6                 
3850                     9.84410416053401         8763466                  282.7554347881315        630                      270.49408626284145       32                       0.0014516098077217358    853591                   0.43613222032413246      4261009                  0.009919538              5.260554                 2.3358304e-08            8041.9844                146869020.0              
3900                     9.958848600652482        8873079                  282.54010168671516       629                      285.30653161866746       32                       0.0019077586666973317    864260                   0.42309832987979024      4314247                  -0.21042646              6.0331674                3.3416043e-12            24.55571                 1045636.2                
3950                     10.072464599013328       8980919                  281.5171019083947        622                      290.55412351569845       32                       0.0015829440717603646    874755                   0.39088086894914215      4366622                  0.112562604              5.5373034                1.0801361e-12            122.3849                 4571447.5                
4000                     10.187749837438265       9090688                  282.9567984047922        632                      291.7553586149192        32                       0.002304050121821609     885443                   0.3918880020471359       4419937                  -0.35969615              6.59707                  1.6203918e-11            7.4957514                149897.0                 
4050                     10.300993161731297       9199158                  275.75084542901647       639                      276.2539693511157        32                       0.003710294691260886     895998                   0.4325121598543176       4472612                  0.45852935               8.494403                 5.7485865e-09            2721.7014                83491016.0               
4100                     10.415551439656152       9308692                  279.3293622594691        646                      284.57058677966086       32                       0.003343588057553993     906656                   0.3951984542529389       4525804                  -0.09437335              7.899435                 1.3828946e-11            4.6119447                14834.596                
4150                     10.53092740211222        9417763                  277.9100985762038        613                      291.24593807293826       32                       0.0024142032445863236    917273                   0.41431275551716856      4578791                  0.52030057               7.0998273                1.980107e-12             144.2106                 1166623.9                
4200                     10.642815571029981       9524843                  283.42660104870873       622                      292.81382852546454       32                       0.0018890680237249895    927692                   0.39037409932806805      4630798                  -0.06444656              6.209805                 3.0383626e-11            51.4374                  340946.88                
4250                     10.757316789428392       9633770                  283.18972860412475       619                      277.34723087102566       32                       0.0017600552789096174    938292                   0.4233411417281003       4683707                  -0.13196628              5.79974                  7.0555904e-13            194.8627                 2645569.2                
4300                     10.870835536387231       9741235                  282.70945781750424       629                      274.89702741029504       32                       0.0015971446540993704    948748                   0.398276406268391        4735896                  0.24487211               5.3762674                2.1212745e-13            10.870296                110085.5                 
4350                     10.983165826863713       9849629                  280.111055891604         641                      279.7990040820208        32                       0.0022671855986118317    959297                   0.42586866525503303      4788534                  0.13270609               6.6419206                4.421185e-12             27.706509                558386.8                 
4400                     11.09556451022625        9957165                  282.44385803854976       625                      275.6276127734205        32                       0.0017663318859903437    969763                   0.4369316467168006       4840759                  -0.3003552               5.827392                 1.581358e-12             98.447556                2687953.8                
4450                     11.20972801791297        10064912                 280.0894995517275        607                      269.90738249036053       32                       0.0024630240031651087    980249                   0.42261221749441963      4893097                  0.22771879               6.762798                 3.5254428e-11            1036.119                 47351500.0               
4500                     11.322535472181109       10174067                 281.0004607589605        630                      287.4950945919267        32                       0.002274270464734333     990873                   0.4357201466947998       4946111                  0.120388895              6.5846734                1.8048959e-09            81.37233                 625547.9                 
4550                     11.433620172275438       10281744                 281.1138368240517        637                      285.4118519890262        32                       0.0020788857369746978    1001352                  0.42238881151963764      4998403                  0.11104709               6.187994                 3.1231116e-12            149.7818                 2507733.8                
4600                     11.546033508578937       10389947                 278.1747652899937        640                      285.44299031870037       32                       0.00274321800324975      1011882                  0.42299205682982205      5050944                  0.10417841               7.232256                 9.296937e-11             20.255926                187371.78                
4650                     11.658115043905045       10497894                 280.09178327677233       631                      285.0737746303996        32                       0.0032504830095503065    1022386                  0.41855084873970894      5103366                  -0.022884317             7.713512                 1.2938212e-09            19.724932                355714.34                
4700                     11.75592463725143        10604975                 279.1810434862036        622                      284.7851280068845        32                       0.0026708076585013913    1032809                  0.40060852108525014      5155373                  -0.094498225             7.1030765                3.786458e-10             41.095516                861526.44                
4750                     11.849038849274317       10713391                 278.5979783880687        648                      287.2111578036515        32                       0.0029373909663228154    1043359                  0.3969748848949458       5208020                  -0.3635219               7.5562944                1.8992646e-10            3.1195085                59646.914                
4800                     11.942614579333199       10820322                 280.5674078219365        639                      271.97862309139225       32                       0.0012984140732578027    1053767                  0.4053734927866293       5259943                  -0.4059803               4.842869                 9.516494e-12             3.9567528                39512.168                
4850                     12.038410634332234       10928339                 279.4920075792571        646                      283.8426970835391        32                       0.0025816156583673812    1064279                  0.41670643744627944      5312394                  -0.2797139               7.20861                  1.376897e-10             5.676883                 27464.531                
4900                     12.13195454650455        11035678                 276.3665124254514        618                      287.049603538357         32                       0.003090907278515044     1074726                  0.4145842924572173       5364529                  -0.25742492              7.858326                 1.5146223e-09            7.6012297                132134.73                
4950                     12.227184802161323       11144067                 281.3567452523689        623                      276.36891836187544       32                       0.002331831875969382     1085275                  0.44488247142118564      5417174                  0.10491239               6.540334                 1.2684225e-11            125.253555               3010213.2                
